MCIMX283DVM4BR2.|NXP Semiconductors|1000|1|$8.0900|2000|$7.9900
MCIMX283DVM4B.|NXP Semiconductors|9100|1|$11.8500|10|$10.8900|25|$10.7200|50|$9.9600|100|$9.2000|250|$8.4600|500|$8.1800|
L79L05ABZ-AP|STMicroelectronics|1950|1|$0.3930|10|$0.3020|100|$0.1640|500|$0.1300|1000|$0.1130|2500|$0.0980|10000|$0.0900|25000|$0.0890|
1-1658621-1|TE Connectivity Ltd|193|1|$4.1800|10|$4.0100|25|$3.7900|50|$3.5600|100|$3.3400|500|$2.8400|1000|$2.4200|2500|$2.3600|
6400BG|Aavid Thermalloy|3574|1|$2.5400|10|$2.5400|25|$2.5400|50|$2.3300|100|$2.3300|250|$2.1500|500|$2.1500|1000|$2.1500|
08055A5R6CAT2A|AVX Corporation|1083|1|$0.0260|25|$0.0260|50|$0.0260|100|$0.0260|250|$0.0260|500|$0.0260|1000|$0.0260|
176272-1|TE Connectivity Ltd|1230|1|$0.2000|10|$0.1900|25|$0.1600|100|$0.1300|500|$0.1100|1000|$0.0910|2500|$0.0800|5000|$0.0760|
1-971111-3|TE Connectivity Ltd|33|1|$92.8200|25|$88.5800|50|$86.2200|100|$83.4000|250|$80.5700|
1-962842-1|TE Connectivity Ltd|10500|1|$0.1480|3500|$0.1480
111995-0000|ITT Interconnect Solutions|22|1|$557.9700|5|$525.9000|10|$458.5600|25|$442.5300|50|$410.4600|
84981-5|TE Connectivity Ltd|97|1|$0.4030|25|$0.4030|100|$0.4030|250|$0.4030|500|$0.4030|1000|$0.4030|
FRDM-FXS-MULT2-B|NXP Semiconductors|50|1|$99.0000
TPSB476K006R0500|AVX Corporation|4000|1|$0.2870|4000|$0.2870
TPSB476K006R0500|AVX Corporation|2870|1|$0.8200|10|$0.5160|25|$0.4780|50|$0.4390|100|$0.4010|250|$0.3730|500|$0.3440|1000|$0.2960|
770069-1|TE Connectivity Ltd|4353|1|$0.4400|10|$0.4170|25|$0.3690|100|$0.3200|500|$0.2780|1000|$0.2290|2500|$0.2090|5000|$0.2020|
770069-1.|TE Connectivity Ltd|3093|1|$0.4490|10|$0.4250|25|$0.3760|100|$0.3200|500|$0.2780|1000|$0.2290|2500|$0.2090|5000|$0.2020|
770835-1|TE Connectivity Ltd|3400|1|$0.1100|10|$0.1070|25|$0.0800|100|$0.0660|500|$0.0540|1000|$0.0480|2500|$0.0430|
776463-1.|TE Connectivity Ltd|379|1|$2.5000|10|$2.3800|100|$1.8300|500|$1.6300|1000|$1.3900|5000|$1.2200|
MC9S08AC60CFUE|NXP Semiconductors|363|1|$5.8000|10|$5.2400|25|$4.7600|50|$4.5500|100|$4.3400|250|$4.2600|500|$4.1700|
MC9S08DZ60AMLF|NXP Semiconductors|1705|1|$10.2000|10|$9.2100|25|$8.3700|50|$8.0000|100|$7.6300|250|$7.4800|500|$7.3400|
C0805C223K5RACAUTO|KEMET Corporation|1265|1|$0.1650|25|$0.0660|100|$0.0460|250|$0.0430|500|$0.0390|1000|$0.0320|
C0603C272J5GACAUTO|KEMET Corporation|3387|1|$0.3600|10|$0.1850|25|$0.1610|50|$0.1360|100|$0.1120|250|$0.1060|500|$0.0990|1000|$0.0870|
CRCW040217K4FKED|Vishay Intertechnologies|20000|1|$0.0060|10000|$0.0060
CRCW040217K4FKED|Vishay Intertechnologies|2885|1|$0.1100|25|$0.0500|100|$0.0290|250|$0.0250|500|$0.0230|1000|$0.0200|
CRCW040217K4FKED.|Vishay Intertechnologies|30000|1|$0.0180|20000|$0.0170|40000|$0.0160|60000|$0.0160|100000|$0.0150|
CRCW04021K40FKED|Vishay Intertechnologies|10000|1|$0.0070|10000|$0.0070
CRCW04021K40FKED|Vishay Intertechnologies|1035|1|$0.1100|25|$0.0500|100|$0.0290|250|$0.0250|500|$0.0230|1000|$0.0200|
SMTPA100|STMicroelectronics|879|1|$0.9400|10|$0.7750|25|$0.6830|50|$0.5920|100|$0.5000|250|$0.4670|500|$0.4330|1000|$0.4000|
GA400|TE Connectivity Ltd|216|1|$13.6600|10|$12.4200|25|$12.1200|50|$11.1800|100|$10.5600|250|$9.6400|500|$9.0100|
ABS07-32.768KHZ-9-1-T|Abracon Corporation|3000|1|$1.2800|25|$1.1300|50|$1.0600|100|$0.9400|250|$0.9140|500|$0.8880|1000|$0.7430|
171830-1|TE Connectivity Ltd|200|1|$5.4600|10|$5.3800|25|$5.2900|50|$5.1300|100|$4.2300|500|$4.1600|1000|$4.1400|2500|$4.1300|
78172-0411|Molex|27985|1|$0.0570|10|$0.0570|25|$0.0570|50|$0.0570|
L78L06ABUTR|STMicroelectronics|1975|1|$0.4500|10|$0.3660|25|$0.3180|50|$0.2710|100|$0.2230|250|$0.2060|500|$0.1900|1000|$0.1730|
TLV2370IDBVR|Texas Instruments|1633|1|$1.5900|25|$1.3600|50|$1.2100|100|$1.0500|250|$0.9850|500|$0.9200|1000|$0.7260|
TLV2371IDBVT|Texas Instruments|16900|1|$1.5000|10|$1.2800|25|$1.1800|50|$1.0800|100|$0.9810|
TLV2381IDBVR|Texas Instruments|2650|1|$1.7400|10|$1.4800|25|$1.3800|50|$1.2800|100|$1.1800|250|$1.1100|500|$1.0400|1000|$0.8560|
TPS3823-25DBVR|Texas Instruments|538|1|$1.7200|25|$1.4600|50|$1.3200|100|$1.1700|250|$1.1000|500|$1.0300|1000|$0.8460|
TPS3823-25DBVR|Texas Instruments|3000|1|$0.7880|3000|$0.7730|6000|$0.7580|12000|$0.7290|
TPS3823A-33DBVT|Texas Instruments|1|1|$2.0000|10|$1.7100|100|$1.3600
DS90LT012ATMF/NOPB|Texas Instruments|1000|1|$0.7120|1000|$0.7120
DS90LT012ATMF/NOPB|Texas Instruments|1932|1|$1.4200|10|$1.2100|25|$1.1200|50|$1.0200|100|$0.9270|250|$0.8730|500|$0.8190|
ABM3B-10.000MHZ-10-1-U-T|Abracon Corporation|222|1|$0.6700|10|$0.5950|25|$0.5760|50|$0.5560|100|$0.4920|250|$0.4790|500|$0.4660|
STM32F070RBT6|STMicroelectronics|1820|1|$2.8200|10|$2.4000|25|$2.2400|50|$2.0800|100|$1.9200|250|$1.8000|500|$1.6800|
MKP1837310164W|Vishay Intertechnologies|44|1|$0.7700|10|$0.7510|25|$0.7320|50|$0.7130|100|$0.6970|500|$0.6140|
ABM3B-12.000MHZ-10-1-U-T|Abracon Corporation|70|1|$1.0900|10|$0.9680|25|$0.9360|50|$0.9040|100|$0.8000|250|$0.7780|500|$0.7560|
ENC424J600T-I/PT|Microchip Technology Inc|1000|1|$3.7600|25|$3.5100|100|$3.2600
M39014/02-1318V.|AVX Corporation|245|1|$2.9600|10|$2.3900|100|$1.8300|500|$1.3900|1000|$1.2200|5000|$1.1400|10000|$1.1200|
LPC1114FBD48/303,1|NXP Semiconductors|190|1|$3.0600|10|$2.6000|25|$2.4900|50|$2.3700|100|$2.2600|250|$2.1400|500|$1.9200|
LPC11E67JBD48E|NXP Semiconductors|155|1|$4.6900|10|$3.9900|25|$3.8100|50|$3.6400|100|$3.4600|250|$3.2800|500|$2.9400|
LPC11E67JBD48E.|NXP Semiconductors|498|1|$4.6900|10|$3.9900|25|$3.8100|50|$3.6400|100|$3.4600|250|$3.2800|500|$2.9400|
LPC11E67JBD64E|NXP Semiconductors|34|1|$4.8200|10|$4.1000|25|$3.9200|50|$3.7300|100|$3.5500|250|$3.3700|500|$3.0300|
LPC11U14FBD48/201|NXP Semiconductors|244|1|$3.2300|10|$2.7500|25|$2.6300|50|$2.5000|100|$2.3800|250|$2.2600|500|$2.0300|
LPC11U14FBD48/201,|NXP Semiconductors|76|1|$1.3400|10|$1.3400|25|$1.3400|50|$1.3400|100|$1.3400|250|$1.3400|500|$1.3400|
LPC1765FBD100,551|NXP Semiconductors|148|1|$9.3700|10|$8.4700|25|$8.0800|50|$7.5500|100|$7.0100|250|$6.7000|500|$6.1100|
LPC1768FBD100,551|NXP Semiconductors|166|1|$11.2400|10|$10.1600|25|$9.6900|50|$9.0600|100|$8.4200|250|$8.0400|500|$7.3300|
LPC2387FBD100,551|NXP Semiconductors|169|1|$14.2800|10|$13.1300|25|$12.5900|50|$11.8400|100|$11.0900|250|$10.5500|500|$9.8700|
LPC2388FBD144,551|NXP Semiconductors|22|1|$16.3400|10|$15.0200|25|$14.4000|50|$13.5500|100|$12.6900|250|$12.0600|500|$11.2900|
LPC4088FBD144,551|NXP Semiconductors|115|1|$11.6500|10|$10.7200|25|$10.2700|50|$9.6600|100|$9.0500|250|$8.6100|500|$8.0500|
LPC43S50FET180E|NXP Semiconductors|129|1|$4.8900|10|$4.8900|25|$4.8900|50|$4.8900|100|$4.8900|250|$4.8900|500|$4.8900|
LPC812M101JTB16X|NXP Semiconductors|3924|1|$1.7100|10|$1.4500|25|$1.3500|50|$1.2600|100|$1.1600|250|$1.0900|500|$1.0200|1000|$0.8390|
TR/3216FF3-R|Eaton Bussmann|1409|1|$0.4600|25|$0.4220|50|$0.4220|100|$0.3900|250|$0.3900|500|$0.3900|1000|$0.3900|
TR/3216FF3-R|Eaton Bussmann|3000|1|$0.2980|3000|$0.2980
2200LL-H-101-RC|JW Miller|47|1|$4.2700|10|$3.9200|25|$3.1700|50|$2.8900|100|$2.5700|500|$2.2800|1000|$2.1400|2500|$2.1100|
2200LL-101-H-RC.|JW Miller|1337|1|$4.3600|10|$4.0000|25|$3.2300|50|$2.8900|100|$2.5700|500|$2.2800|1000|$2.1400|2500|$2.1100|
SMF12A-E3-08.|Vishay Intertechnologies|24000|1|$0.2150|30000|$0.1190
LM2735XQMF/NOPB|Texas Instruments|625|1|$2.3000|10|$1.9500|25|$1.8200|50|$1.6900|100|$1.5600|250|$1.4700|500|$1.3700|
NX3DV2567HR,115|NXP Semiconductors|1500|1|$1.0600|10|$0.8680|25|$0.7670|50|$0.6830|100|$0.5850|250|$0.5140|500|$0.4070|1000|$0.3910|
S912ZVC12F0VKH.|NXP Semiconductors|800|1|$4.0900|3200|$3.8900|4800|$3.7900|8000|$3.5900|
S9KEAZ64ACLH|NXP Semiconductors|680|1|$3.5400|10|$3.0700|25|$2.6900|50|$2.5200|100|$2.1800|250|$1.8300|500|$1.7700|
10052620-4444P00LF|Amphenol ICC|1070|1|$8.3100|5|$8.1300|10|$7.9600|25|$7.2300|50|$6.8700|100|$6.6900|250|$5.9700|
L6506|STMicroelectronics|18|1|$3.2700|10|$2.7800|25|$2.6600|50|$2.5300|100|$2.4100|250|$2.2800|500|$2.0500|
L6506D013TR|STMicroelectronics|250|1|$3.2700|10|$2.7800|25|$2.6600|50|$2.5300|100|$2.4100|250|$2.2800|500|$2.0500|
L6506.|STMicroelectronics|722|1|$3.3400|10|$2.8400|25|$2.7100|50|$2.5300|100|$2.4100|250|$2.2800|500|$2.0500|
L6506D.|STMicroelectronics|150|1|$2.6900|10|$2.3900|25|$2.2900|100|$2.1900|500|$1.8900|1000|$1.5900|
MBB02070Z0000ZC100|Vishay Intertechnologies|1908|1|$0.3300|10|$0.3110|25|$0.2910|50|$0.2720|100|$0.1360|500|$0.0840|1000|$0.0690|2500|$0.0640|
1909763-1.|TE Connectivity Ltd|10000|1|$0.1810|70000|$0.1800|300000|$0.1790
35108|TE Connectivity Ltd|26824|1|$0.4000|10|$0.3600|25|$0.3210|100|$0.2810|500|$0.2680|1000|$0.2010|2500|$0.2010|5000|$0.2000|
502351-0800|Molex|8833|1|$0.1670|10|$0.1670|25|$0.1670|50|$0.1670|100|$0.1670|250|$0.1670|500|$0.1670|1000|$0.1670|
TW-02-01-L-D-135-108|Samtec Inc|100|1|$1.0800|10|$0.9720|100|$0.8100|500|$0.6620|1000|$0.5520|5000|$0.5120|10000|$0.4840|
2-35108-1|TE Connectivity Ltd|6047|1|$0.4100|10|$0.3310|25|$0.3110|50|$0.2900|100|$0.2700|250|$0.2510|500|$0.2310|1000|$0.1930|
8-35108-1|TE Connectivity Ltd|11|1|$46.7000
TW-22-06-S-D-335-108|Samtec Inc|100|1|$10.9700|10|$9.7700|100|$8.7500|250|$7.6400|500|$6.9300|1000|$6.4000|5000|$6.0900|
TW-05-06-S-D-335-108|Samtec Inc|100|1|$3.1200|10|$2.7300|100|$2.3200|500|$1.9800|1000|$1.7300|5000|$1.5300|10000|$1.4600|
660-013M15S3.5-108.|Glenair Inc|5|1|$133.0900|5|$118.9300|10|$104.7800|25|$90.6200|50|$70.9500|100|$70.1000|
TW-10-01-L-D-135-108|Samtec Inc|100|1|$3.1200|10|$2.7300|100|$2.3200|500|$1.9800|1000|$1.7300|5000|$1.5300|10000|$1.4600|
0-0035108-0|TE Connectivity Ltd|25104|1|$0.4960|10|$0.4620|25|$0.4280|100|$0.3930|500|$0.3200|1000|$0.2790|2500|$0.2650|5000|$0.2500|
TLK291|Fluke Corporation|19|1|$73.8000
SN74LVC126APWR|Texas Instruments|2000|1|$0.1090|2000|$0.1070|4000|$0.1060|8000|$0.1040|12000|$0.1020|
SN74LVC126APWR|Texas Instruments|4000|1|$0.4000|10|$0.3100|25|$0.2630|50|$0.2150|100|$0.1680|250|$0.1540|500|$0.1400|1000|$0.1260|
SN74LVC139ADR|Texas Instruments|433|1|$0.4600|10|$0.3830|25|$0.3330|50|$0.2830|100|$0.2330|250|$0.2150|500|$0.1980|1000|$0.1800|
SN74LVC16373ADGGR|Texas Instruments|7|1|$0.3990|10|$0.3990|25|$0.3990|50|$0.3990|100|$0.3990|250|$0.3990|500|$0.3990|1000|$0.3990|
1210CC273KAT1A|AVX Corporation|2965|1|$1.0800|10|$0.8220|25|$0.7440|50|$0.6660|100|$0.5880|250|$0.5220|500|$0.4550|1000|$0.3920|
ABLS2-6.000MHZ-D4Y-T|Abracon Corporation|1000|1|$0.1650|1000|$0.1650|2000|$0.1650|4000|$0.1650|6000|$0.1650|10000|$0.1650|
ABLS2-6.000MHZ-D4Y-T|Abracon Corporation|151|1|$0.4300|10|$0.3680|25|$0.3490|50|$0.3300|100|$0.2940|250|$0.2870|500|$0.2800|
ABLS2-6.000MHZ-D4Y-T|Abracon Corporation|1819|1|$0.4300|10|$0.3680|25|$0.3490|50|$0.3300|100|$0.2940|250|$0.2870|500|$0.2800|
2-320552-1|TE Connectivity Ltd|197|1|$0.2540|25|$0.2450|50|$0.2360|100|$0.2260|250|$0.2220|500|$0.2170|1000|$0.1660|
2309567-1|TE Connectivity Ltd|250|1|$9.8600|10|$9.3300|25|$9.0900|50|$8.8500|100|$7.4000|250|$6.9500|500|$6.1200|
2-31890-1.|TE Connectivity Ltd|10000|1|$0.1370|5000|$0.1350|10000|$0.1330|20000|$0.1320|30000|$0.1300|50000|$0.1290|
PCA9535PW,118|NXP Semiconductors|1262|1|$1.7700|10|$1.5000|25|$1.4000|50|$1.3000|100|$1.2000|250|$1.1300|500|$1.0500|1000|$0.8700|
PCA9538APWJ|NXP Semiconductors|581|1|$1.4100|10|$1.2000|25|$1.1100|50|$1.0100|100|$0.9190|250|$0.8660|500|$0.8120|1000|$0.6410|
PCA9574PW,118|NXP Semiconductors|2500|1|$1.6800|10|$1.4400|25|$1.3000|50|$1.1800|100|$0.9870|250|$0.8730|500|$0.7590|1000|$0.7280|
PCA9634PW,118|NXP Semiconductors|769|1|$1.4800|10|$1.2500|25|$1.1700|50|$1.0800|100|$1.0000|250|$0.9380|500|$0.8760|1000|$0.7250|
PCA9641PWJ|NXP Semiconductors|2500|1|$3.0300|10|$2.6600|25|$2.4000|50|$2.1500|100|$1.8700|250|$1.6100|500|$1.4600|1000|$1.3800|
PCF2129AT/2,518|NXP Semiconductors|612|1|$2.8700|10|$2.4400|25|$2.3300|50|$2.2200|100|$2.1100|250|$2.0000|500|$1.8000|1000|$1.5200|
PCF8563T/5,518|NXP Semiconductors|4332|1|$0.8400|10|$0.6980|25|$0.6150|50|$0.5330|100|$0.4500|250|$0.4200|500|$0.3900|1000|$0.3600|
PN5180A0ET/C1QL|NXP Semiconductors|490|1|$7.0400|10|$6.3400|25|$5.7700|50|$5.3700|100|$5.0100|250|$4.2100|500|$4.0700|
PTN36241GHXZ|NXP Semiconductors|6000|1|$1.6900|10|$1.4500|25|$1.3100|50|$1.1900|100|$0.9950|250|$0.8800|500|$0.7650|1000|$0.7340|
INA240A1PWR|Texas Instruments|500|1|$2.5600|10|$2.1700|25|$2.0300|50|$1.8800|100|$1.7400|250|$1.6300|500|$1.5200|1000|$1.2600|
SR151A151JAR|AVX Corporation|988|1|$0.1550|10|$0.1550|25|$0.1550|50|$0.1550|100|$0.1420|500|$0.1310|1000|$0.1310|2500|$0.1220|
SR151A151JAR.|AVX Corporation|601|1|$0.5000|10|$0.3040|25|$0.2690|50|$0.2290|100|$0.1950|500|$0.1700|1000|$0.1440|2500|$0.1270|
EEU-FC1V331|Panasonic Electronic Components|513|1|$0.7300|10|$0.3870|25|$0.3540|50|$0.3200|100|$0.2870|500|$0.2500|1000|$0.2120|2500|$0.2000|
EEU-FC1V331B|Panasonic Electronic Components|431|1|$0.6900|10|$0.3660|25|$0.3350|50|$0.3030|100|$0.2720|
EEU-FC1V331L|Panasonic Electronic Components|261|1|$0.6400|10|$0.3390|25|$0.3100|50|$0.2800|100|$0.2510|500|$0.2190|1000|$0.1860|2500|$0.1750|
EEU-FC1V331.|Panasonic Electronic Components|207056|1|$0.7450|10|$0.3950|25|$0.3610|50|$0.3200|100|$0.2870|500|$0.2500|1000|$0.2120|2500|$0.2000|
TAJC157K010RNJ|AVX Corporation|5000|1|$0.3740|500|$0.3660|1000|$0.3380|2000|$0.3160|3000|$0.2940|5000|$0.2810|
TAJC157K010RNJ|AVX Corporation|760|1|$0.9600|10|$0.6470|25|$0.5890|50|$0.5300|100|$0.4720|
TAJD336K020RNJ|AVX Corporation|8|1|$1.7900|10|$1.6100|25|$1.4200|50|$1.2400|100|$1.0500|250|$0.8890|
TAJD336K035RNJ|AVX Corporation|483|1|$1.4100|10|$1.3500|25|$1.3000|50|$1.2300|100|$1.1800|250|$1.0100|
TAJD336K035RNJ|AVX Corporation|3000|1|$0.7430|500|$0.7430
TAJD336K035RNJ|AVX Corporation|44|1|$1.2800|10|$1.2300|25|$1.1800|50|$1.1200|100|$1.0700|250|$0.9170|
TAJD336K035RNJ.|AVX Corporation|500|1|$1.7900
PCA9534BS,118|NXP Semiconductors|261|1|$1.6100|10|$1.3800|100|$1.0600|500|$0.9390|1000|$0.8180|2500|$0.6640|10000|$0.6420|
PCA9537DP,118|NXP Semiconductors|2344|1|$1.3300|10|$1.1400|100|$0.8780|500|$0.7760|1000|$0.6760|2500|$0.5490|10000|$0.5310|
PCA9546ABS,118|NXP Semiconductors|4332|1|$1.8000|10|$1.5300|25|$1.4300|50|$1.3200|100|$1.2200|250|$1.1500|500|$1.0700|1000|$0.8850|
PCA9548ABS,118|NXP Semiconductors|4062|1|$1.9100|10|$1.6200|25|$1.5100|50|$1.4100|100|$1.3000|250|$1.2200|500|$1.1400|1000|$0.9380|
PCA9554AD,118|NXP Semiconductors|1000|1|$1.8600|10|$1.5900|25|$1.4400|50|$1.3000|100|$1.0900|250|$0.9660|500|$0.8400|1000|$0.8060|
PCA9557D,118|NXP Semiconductors|2500|1|$1.6400|10|$1.4100|25|$1.2700|50|$1.1500|100|$0.9660|250|$0.8550|500|$0.7430|1000|$0.7130|
PCA9674ABS,118|NXP Semiconductors|6000|1|$1.8600|10|$1.6400|25|$1.4800|50|$1.3200|100|$1.1500|250|$0.9870|500|$0.8980|1000|$0.8510|
PCA9685PW,112|NXP Semiconductors|975|1|$2.2400|10|$1.9000|100|$1.5200|500|$1.3400|1000|$1.1100|2500|$1.0300|5000|$0.9890|
PCA9955TW/Q900,118|NXP Semiconductors|2500|1|$3.6200|10|$3.1900|25|$2.9200|50|$2.6400|100|$2.3000|250|$1.8200|500|$1.7300|1000|$1.6300|
PCAL9538ABSHP|NXP Semiconductors|3789|1|$1.5500|10|$1.3200|25|$1.2300|50|$1.1500|100|$1.0600|250|$0.9900|500|$0.9200|1000|$0.7620|
PCF85063TP/1Z|NXP Semiconductors|69|1|$0.7200|10|$0.5950|25|$0.5250|50|$0.4540|100|$0.3840|250|$0.3590|500|$0.3330|1000|$0.3080|
AT25128B-SSHL-T|Microchip Technology Inc|6949|1|$1.0100|10|$0.8860|100|$0.8090|500|$0.7700|1000|$0.7480|2500|$0.7100|5000|$0.6990|10000|$0.6930|
MK22FX512VLQ12|NXP Semiconductors|60|1|$11.4900|10|$10.5600|25|$9.5800
MC74HC03ADTR2G|ON Semiconductor|4721|1|$0.4600|10|$0.3200|25|$0.2630|50|$0.2070|100|$0.1500|250|$0.1400|500|$0.1300|1000|$0.1200|
FYD0H104ZF|KEMET Corporation|577|1|$1.7800|10|$1.4500|25|$1.3600|50|$1.2600|100|$1.1100|500|$0.8390|1000|$0.7340|2500|$0.7080|
PME261EC6100KR30|KEMET Corporation|214|1|$2.4000|10|$1.9400|25|$1.8200|50|$1.7000|100|$1.4900|500|$1.1300|1000|$0.9880|2500|$0.9530|
ERJ3EKF1204V|Panasonic Electronic Components|100000|1|$0.0080|5000|$0.0080
ERJ-3EKF1204V|Panasonic Electronic Components|64278|1|$0.2200|25|$0.0310|50|$0.0250|100|$0.0180|250|$0.0160|500|$0.0140|1000|$0.0110|
ERJ-3EKF1204V.|Panasonic Electronic Components|55000|1|$0.0080
ERJ-3EKF1300V.|Panasonic Electronic Components|20000|1|$0.0080|5000|$0.0080
ERJ-3EKF1300V|Panasonic Electronic Components|30000|1|$0.0080|5000|$0.0080
ERJ3EKF1602V|Panasonic Electronic Components|5520|1|$0.2200|25|$0.0310|50|$0.0250|100|$0.0180|250|$0.0160|500|$0.0140|1000|$0.0110|
ERJ-3EKF1602V|Panasonic Electronic Components|35000|1|$0.0090|5000|$0.0090
ERJ-3EKF1602V|Panasonic Electronic Components|2848|1|$0.2420|25|$0.0340|50|$0.0280|100|$0.0200|250|$0.0180|500|$0.0150|1000|$0.0120|
ERJ-3EKF22R6V|Panasonic Electronic Components|88544|1|$0.0020|25|$0.0020|50|$0.0020|100|$0.0020|250|$0.0020|500|$0.0020|1000|$0.0020|
