ERJ3EKF1300V|Panasonic Electronic Components|3600|801|$0.0125|134|$0.0250|1|$0.0375
ERJ3EKF1300V|Panasonic Electronic Components|3600|801|$0.0125|134|$0.0250|1|$0.0375
ERJ3EKF1300V|Panasonic Electronic Components|4000|1668|$0.0180|334|$0.0300|1|$0.0900
ERJ3EKF1300V|Panasonic Electronic Components|4000|1668|$0.0180|334|$0.0300|1|$0.0900
ERJ3EKF1300V|Panasonic Electronic Components|2316|1001|$0.0300|201|$0.0500|1|$0.1500
ERJ3EKF1300V|Panasonic Electronic Components|2316|1001|$0.0300|201|$0.0500|1|$0.1500
ERJ3EKF1300V|Panasonic Electronic Components|3984|477|$0.0700|58|$0.1050|1|$0.3500
ERJ3EKF1300V|Panasonic Electronic Components|3984|477|$0.0700|58|$0.1050|1|$0.3500
ERJ3EKF1300V|Panasonic Electronic Components|3872|2501|$0.1200|209|$0.1600|1|$0.8000
ERJ3EKF1300V|Panasonic Electronic Components|3872|2501|$0.1200|209|$0.1600|1|$0.8000
ERJ3EKF1602V|Panasonic Electronic Components|3960|1001|$0.0300|201|$0.0500|1|$0.1500
ERJ3EKF1602V|Panasonic Electronic Components|3960|1001|$0.0300|201|$0.0500|1|$0.1500
ERJ3EKF22R6V|Panasonic Electronic Components|3960|1001|$0.0300|201|$0.0500|1|$0.1500
INA133U|Texas Instruments|27|11|$1.9650|4|$2.6200|1|$3.9300
INA133U|Texas Instruments|44|18|$4.0374|6|$4.4411|1|$6.0561
INA133U|Texas Instruments|412|254|$3.5310|59|$3.9590|1|$6.4200
INA133U/2K5|Unknown|308|254|$3.5310|59|$3.9590|1|$6.4200
INA143U/2K5G4|Texas Instruments|4|4|$2.3000|1|$3.4500
2-35108-1|TE Connectivity Ltd|41|37|$0.4200|8|$0.5600|1|$0.7000
51415-001LF|Amphenol FCi|3|2|$5.1100|1|$7.6650
HLMP-D150-C00B2|Avago Technologies|12|5|$0.9600|1|$1.2800
HLMP-D150A|Fairchild Semiconductor Corporation|129|31|$0.1890|13|$0.3360|1|$0.4200
ECQ-E2474KF|Panasonic Electronic Components|2884|1112|$0.1400|223|$0.1800|1|$0.4000
ECQ-E2474KF|Panasonic Electronic Components|893|223|$0.1800|34|$0.2250|1|$0.4000
ECQ-E2474KF|Panasonic Electronic Components|28644|12801|$0.1100|5334|$0.1250|1|$1.0000
ECQ-E2474KF|Panasonic Electronic Components|18|11|$0.4032|1|$0.5040
ECQ-E2474KF9|Panasonic Electronic Components|1772|1191|$0.1500|251|$0.1680|1|$0.4800
ECQ-E2474KF9|Panasonic Electronic Components|1772|1191|$0.1500|251|$0.1680|1|$0.4800
ECQ-E2474KF9|Matsuo Electric Co Ltd|579|251|$0.1680|57|$0.2400|1|$0.4800
ECQ-E2474KF9|Matsuo Electric Co Ltd|579|251|$0.1680|57|$0.2400|1|$0.4800
ECQE2474KFB|Panasonic Electronic Components|2640|1112|$0.1560|201|$0.1800|1|$0.6000
ECQE2474KFB|Panasonic Electronic Components|2640|1112|$0.1560|201|$0.1800|1|$0.6000
ABM7-24.000MHZ-D-2-Y-T|Abracon Corporation|706|681|$0.2625|144|$0.2940|1|$0.8400
TPS3836K33DBVR|NA|36|34|$2.0020|10|$2.2750|1|$3.6400
HLMP-CM1A-560DD|Avago Technologies|836|477|$0.3640|87|$0.4200|1|$1.4000
EEFUE0J151ER|Panasonic Electronic Components|100|13|$1.5450|4|$2.0600|1|$3.0900
EEFUE0J151ER|Panasonic Electronic Components|100|13|$1.5450|4|$2.0600|1|$3.0900
EEFUE0J151ER|Panasonic Electronic Components|558|348|$1.3390|130|$1.4420|1|$3.0900
EEFUE0J151ER|Panasonic Electronic Components|558|348|$1.3390|130|$1.4420|1|$3.0900
EEU-EB2E101S|Panasonic Electronic Components|1920|1232|$0.6250|268|$0.6500|1|$2.5000
EEUEB2E101|Panasonic Electronic Components|6000|3031|$0.4725|1423|$0.4950|1|$1.8000
ERJ3EKF3901V|Panasonic Electronic Components|1520|668|$0.0150|112|$0.0300|1|$0.0450
ERJ3EKF3901V|Panasonic Electronic Components|1520|668|$0.0150|112|$0.0300|1|$0.0450
ERJ3EKF3901V|Panasonic Electronic Components|10834|6668|$0.0200|1001|$0.0300|1|$0.1500
